id,reasons,record.created_at,record.steps,record.texture,record.tags,record.nutrition_groups,record.prep_time_min,record.total_time_min,record.ingredients,record.difficulty,record.servings,record.category_type,record.author,record.cuisine,record.cook_time_min,record.occasion,record.served_temperature,record.title,record.id,record.notes
khichdi-909bc6db,duplicate_id,2025-11-21T04:10:29.949609+00:00,"[{'step_number': 1, 'description': 'Wash rice, moong dal and toor dal thoroughly. Soak in water for 15 minutes, then drain.'}, {'step_number': 2, 'description': 'Peel and chop onions; chop tomatoes, green chilies and dice potatoes into small cubes. Keep curry leaves whole and finely chop coriander for garnish.'}, {'step_number': 3, 'description': 'Place a 3–5 L pressure cooker on medium flame. Warm the cooker for 30–60 seconds and add oil; allow it to heat until it shimmers.'}, {'step_number': 4, 'description': 'Add jeera and mustard seeds. Let them splutter for 20–30 seconds but do not burn.'}, {'step_number': 5, 'description': 'Add chopped onions and green chilies. Sauté for 3–4 minutes until onions turn light golden, stirring continuously.'}, {'step_number': 6, 'description': 'Add chopped tomato and cook for 1–2 minutes until tomatoes soften and turn pulpy.'}, {'step_number': 7, 'description': 'Add salt, red chilli powder, turmeric, ginger-garlic paste, curry leaves and potato cubes. Mix and cook for 4–5 minutes to remove raw spice smell.'}, {'step_number': 8, 'description': 'Add soaked and drained rice, moong dal and toor dal. Mix gently to avoid breaking rice grains.'}, {'step_number': 9, 'description': 'Pour 4 cups of water into the cooker and stir once. Check salt and adjust.'}, {'step_number': 10, 'description': 'Close the cooker lid and place the whistle. Cook on medium flame for 3 whistles (~10–12 minutes).'}, {'step_number': 11, 'description': 'Turn off the gas and allow the pressure to release naturally. Do not open immediately.'}, {'step_number': 12, 'description': 'Open the lid carefully once pressure is released. Add chopped coriander, mix gently and serve hot with ghee or curd.'}]",Soft,"['comfort', 'vegetarian', 'one-pot']","['Carbs', 'Protein', 'Fiber']",20,45,"[{'name': 'Rice', 'quantity': 2, 'unit': 'cups'}, {'name': 'Moong dal', 'quantity': 0.5, 'unit': 'cups'}, {'name': 'Toor dal', 'quantity': 50, 'unit': 'grams'}, {'name': 'Onions', 'quantity': 2, 'unit': 'medium'}, {'name': 'Tomato', 'quantity': 1, 'unit': 'small'}, {'name': 'Green chilies', 'quantity': 4, 'unit': 'pieces'}, {'name': 'Potato', 'quantity': 1, 'unit': 'small'}, {'name': 'Curry leaves', 'quantity': 10, 'unit': 'leaves'}, {'name': 'Coriander', 'quantity': 15, 'unit': 'grams'}, {'name': 'Jeera', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Mustard seeds', 'quantity': 0.25, 'unit': 'tsp'}, {'name': 'Turmeric', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Red chilli powder', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Ginger garlic paste', 'quantity': 7, 'unit': 'grams'}, {'name': 'Garam masala', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Salt', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Oil', 'quantity': 20, 'unit': 'ml'}, {'name': 'Water', 'quantity': 4, 'unit': 'cups'}]",easy,3,Comfort Food,Sudarshan Chole,Indian,25,"['Dinner', 'Sick Day Comfort']",Hot,Khichdi,khichdi-909bc6db,Serve hot. Adjust water quantity for desired khichdi consistency.
masala-dosa-3d8339,duplicate_id,2025-06-17T04:10:31.792080+00:00,"[{'step_number': 1, 'description': 'Soak rice and urad dal with fenugreek separately for 4–6 hours. Grind to a smooth batter, mix and ferment overnight (8–12 hours).'}, {'step_number': 2, 'description': 'Boil potatoes, peel and mash lightly; in a pan heat oil, add mustard seeds, curry leaves and onions, sauté until soft.'}, {'step_number': 3, 'description': 'Add turmeric and chopped green chillies, add mashed potatoes, salt and mix; cook 2–3 minutes and finish with coriander.'}, {'step_number': 4, 'description': 'Heat a non-stick tawa, pour a ladle of batter and spread into a thin circle; drizzle oil around edges.'}, {'step_number': 5, 'description': 'When dosa edges lift and bottom is golden, place potato masala on one side and fold; serve hot with sambar and chutney.'}]",Crispy,"['breakfast', 'south-indian']","['Carbs', 'Fiber', 'Vitamins']",480,510,"[{'name': 'Parboiled rice', 'quantity': 3, 'unit': 'cups'}, {'name': 'Urad dal (split)', 'quantity': 1, 'unit': 'cup'}, {'name': 'Fenugreek seeds', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Potatoes', 'quantity': 4, 'unit': 'medium'}, {'name': 'Onion', 'quantity': 1, 'unit': 'large'}, {'name': 'Mustard seeds', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Curry leaves', 'quantity': 10, 'unit': 'leaves'}, {'name': 'Turmeric', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Green chillies', 'quantity': 2, 'unit': 'pieces'}, {'name': 'Oil/ghee', 'quantity': 3, 'unit': 'tbsp'}, {'name': 'Salt', 'quantity': 2, 'unit': 'tsp'}, {'name': 'Water (for batter)', 'quantity': 'as needed', 'unit': ''}, {'name': 'Corriander', 'quantity': 2, 'unit': 'tbsp'}]",medium,4,Savory,Synthetic Chef,Indian,30,"['Breakfast', 'Snack']",Hot,Masala Dosa with Potato Masala,masala-dosa-3d8339,
paneer-butter-masala-c68624,duplicate_id,2025-06-18T04:10:30.907007+00:00,"[{'step_number': 1, 'description': 'Soak cashews in warm water for 15 minutes and grind to a smooth paste with a tablespoon of water.'}, {'step_number': 2, 'description': 'Heat butter and oil in a heavy-bottom pan on medium flame. Add finely chopped onions and sauté until translucent (4-5 minutes).'}, {'step_number': 3, 'description': 'Add ginger-garlic paste and sauté for 30 seconds until raw smell disappears.'}, {'step_number': 4, 'description': 'Add tomato puree and cook on medium heat until oil separates from the masala (6-7 minutes).'}, {'step_number': 5, 'description': 'Add Kashmiri red chilli, turmeric, coriander powder and salt. Mix well and cook for 1 minute.'}, {'step_number': 6, 'description': 'Stir in the cashew paste and 1/2 cup water. Cook for 2-3 minutes on low heat, stirring continuously.'}, {'step_number': 7, 'description': 'Add paneer cubes gently and simmer for 3 minutes so paneer absorbs the gravy flavors.'}, {'step_number': 8, 'description': 'Stir in fresh cream, kasuri methi (crushed) and garam masala. Cook for 1 minute.'}, {'step_number': 9, 'description': 'Add sugar to balance the acidity and taste; adjust salt if necessary.'}, {'step_number': 10, 'description': 'Turn off the heat, garnish with chopped coriander and a drizzle of cream.'}, {'step_number': 11, 'description': 'Serve hot with naan, roti or jeera rice.'}]",Creamy,"['restaurant-style', 'vegetarian', 'gravy']","['Protein', 'Fat', 'Carbs', 'Vitamins', 'Minerals']",15,40,"[{'name': 'Paneer', 'quantity': 250, 'unit': 'grams'}, {'name': 'Butter', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Oil', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Onion', 'quantity': 2, 'unit': 'medium'}, {'name': 'Tomato', 'quantity': 4, 'unit': 'medium'}, {'name': 'Ginger garlic paste', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Cashews', 'quantity': 12, 'unit': 'pieces'}, {'name': 'Fresh cream', 'quantity': 3, 'unit': 'tbsp'}, {'name': 'Kashmiri red chilli powder', 'quantity': 1.5, 'unit': 'tsp'}, {'name': 'Turmeric powder', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Coriander powder', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Garam masala', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Kasuri methi', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Sugar', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Salt', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Water', 'quantity': 0.5, 'unit': 'cup'}, {'name': 'Coriander (garnish)', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Cream (garnish)', 'quantity': 1, 'unit': 'tsp'}]",medium,4,Creamy Gravy,Synthetic Chef,Indian,25,"['Lunch', 'Dinner']",Hot,Paneer Butter Masala,paneer-butter-masala-c68624,
pasta-alfredo-7764e3,duplicate_id,2024-12-20T04:10:32.970284+00:00,"[{'step_number': 1, 'description': 'Cook pasta according to package instructions until al dente; reserve 1/4 cup pasta water.'}, {'step_number': 2, 'description': 'In a pan, melt butter, sauté garlic briefly then add heavy cream and simmer 2 minutes.'}, {'step_number': 3, 'description': 'Stir in grated parmesan until melted and smooth. Add cooked pasta and toss; use reserved pasta water to adjust consistency.'}, {'step_number': 4, 'description': 'Season with salt and pepper, garnish with parsley and serve immediately.'}]",Creamy,"['italian', 'comfort']","['Carbs', 'Fat', 'Protein']",10,25,"[{'name': 'Fettuccine or pasta', 'quantity': 200, 'unit': 'grams'}, {'name': 'Butter', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Heavy cream', 'quantity': 1, 'unit': 'cup'}, {'name': 'Parmesan cheese', 'quantity': 0.75, 'unit': 'cup grated'}, {'name': 'Garlic (minced)', 'quantity': 2, 'unit': 'cloves'}, {'name': 'Salt', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Pepper', 'quantity': 0.25, 'unit': 'tsp'}, {'name': 'Parsley', 'quantity': 1, 'unit': 'tbsp chopped'}]",easy,2,Creamy,Synthetic Chef,Italian,15,"['Lunch', 'Dinner']",Hot,Pasta Alfredo,pasta-alfredo-7764e3,
pav-bhaji-ba0e72,duplicate_id,2024-12-29T04:10:32.215613+00:00,"[{'step_number': 1, 'description': 'Boil potatoes, cauliflower and peas until soft; mash roughly.'}, {'step_number': 2, 'description': 'In a large pan, heat butter and oil; sauté chopped onions until golden.'}, {'step_number': 3, 'description': 'Add tomato puree and cook until oil separates; add pav bhaji masala and salt.'}, {'step_number': 4, 'description': 'Add mashed vegetables, adjust water and simmer for 8-10 minutes, mashing well to a thick consistency.'}, {'step_number': 5, 'description': 'Serve hot with buttered pav, chopped onions, coriander and lemon wedges.'}]",Thick,"['street-food', 'vegan']","['Carbs', 'Vitamins', 'Fiber']",20,50,"[{'name': 'Potatoes', 'quantity': 4, 'unit': 'medium'}, {'name': 'Cauliflower', 'quantity': 1, 'unit': 'cup chopped'}, {'name': 'Green peas', 'quantity': 0.5, 'unit': 'cup'}, {'name': 'Tomato', 'quantity': 4, 'unit': 'medium'}, {'name': 'Onion', 'quantity': 2, 'unit': 'medium'}, {'name': 'Pav bhaji masala', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Butter', 'quantity': 3, 'unit': 'tbsp'}, {'name': 'Oil', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Lemon', 'quantity': 1, 'unit': 'piece'}, {'name': 'Salt', 'quantity': 1.5, 'unit': 'tsp'}, {'name': 'Pav buns', 'quantity': 8, 'unit': 'pieces'}, {'name': 'Coriander (garnish)', 'quantity': 2, 'unit': 'tbsp'}]",medium,4,Spicy,Synthetic Chef,Indian,30,"['Lunch', 'Dinner', 'Snack']",Hot,Pav Bhaji,pav-bhaji-ba0e72,
sweet-corn-soup-6d7691,duplicate_id,2024-11-29T04:10:31.493583+00:00,"[{'step_number': 1, 'description': 'Heat oil in a pot; sauté onions and garlic until soft.'}, {'step_number': 2, 'description': 'Add carrots and capsicum and sauté for 1-2 minutes.'}, {'step_number': 3, 'description': 'Add sweet corn and vegetable stock; bring to a gentle boil.'}, {'step_number': 4, 'description': 'Mix cornflour with 3 tbsp water to make a slurry; slowly add to the soup while stirring to thicken.'}, {'step_number': 5, 'description': 'If using egg, slowly pour beaten egg in a thin stream while stirring to create egg ribbons.'}, {'step_number': 6, 'description': 'Season with salt and pepper, garnish with spring onion and serve hot.'}]",Liquid,"['soup', 'comfort']","['Vitamins', 'Fiber', 'Carbs']",10,25,"[{'name': 'Sweet corn (canned or boiled)', 'quantity': 1, 'unit': 'cup'}, {'name': 'Vegetable stock or water', 'quantity': 3, 'unit': 'cups'}, {'name': 'Onion (finely chopped)', 'quantity': 1, 'unit': 'small'}, {'name': 'Garlic (minced)', 'quantity': 2, 'unit': 'cloves'}, {'name': 'Carrot (finely chopped)', 'quantity': 0.25, 'unit': 'cup'}, {'name': 'Capsicum (finely chopped)', 'quantity': 0.25, 'unit': 'cup'}, {'name': 'Cornflour', 'quantity': 1.5, 'unit': 'tbsp'}, {'name': 'Egg (optional, beaten)', 'quantity': 1, 'unit': 'piece'}, {'name': 'Salt', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Pepper', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Spring onion', 'quantity': 1, 'unit': 'tbsp chopped'}, {'name': 'Oil', 'quantity': 1, 'unit': 'tbsp'}]",easy,3,Savory,Synthetic Chef,Chinese,15,"['Lunch', 'Dinner', 'Snack']",Hot,Sweet Corn Soup,sweet-corn-soup-6d7691,
tomato-soup-a813c8,duplicate_id,2025-10-26T04:10:31.640108+00:00,"[{'step_number': 1, 'description': 'Blanch tomatoes in boiling water for 2 minutes, peel and roughly chop.'}, {'step_number': 2, 'description': 'Heat oil in a saucepan, sauté chopped onions and garlic until translucent.'}, {'step_number': 3, 'description': 'Add chopped tomatoes and cook for 5-6 minutes until soft.'}, {'step_number': 4, 'description': 'Add stock, sugar and basil leaves; simmer for 10 minutes.'}, {'step_number': 5, 'description': 'Blend the soup until smooth, strain if desired, return to pot and adjust seasoning.'}, {'step_number': 6, 'description': 'Stir in a tablespoon of cream if using, garnish with basil and serve with croutons.'}]",Liquid,"['soup', 'comfort']","['Vitamins', 'Fiber', 'Carbs']",10,30,"[{'name': 'Tomatoes (ripe)', 'quantity': 6, 'unit': 'medium'}, {'name': 'Onion', 'quantity': 1, 'unit': 'small'}, {'name': 'Garlic', 'quantity': 2, 'unit': 'cloves'}, {'name': 'Vegetable stock or water', 'quantity': 3, 'unit': 'cups'}, {'name': 'Olive oil', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Sugar', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Salt', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Basil leaves (fresh)', 'quantity': 6, 'unit': 'leaves'}, {'name': 'Cream (optional)', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Pepper', 'quantity': 0.25, 'unit': 'tsp'}, {'name': 'Bread croutons (for serving)', 'quantity': 0.5, 'unit': 'cup'}]",easy,3,Savory,Synthetic Chef,International,20,"['Lunch', 'Dinner']",Hot,Tomato Basil Soup,tomato-soup-a813c8,
veg-burrito-74023a,duplicate_id,2025-07-01T04:10:33.082758+00:00,"[{'step_number': 1, 'description': 'Warm tortillas on a pan for 20 seconds each to soften.'}, {'step_number': 2, 'description': 'Mix rice, beans, corn, sautéed onion and pepper, salsa and cheese.'}, {'step_number': 3, 'description': 'Place filling on tortilla, fold edges and roll tightly. Serve warm with salsa.'}]",Soft,"['wrap', 'quick']","['Carbs', 'Fiber', 'Vitamins']",15,25,"[{'name': 'Tortilla wraps', 'quantity': 2, 'unit': 'pieces'}, {'name': 'Cooked rice', 'quantity': 1, 'unit': 'cup'}, {'name': 'Black beans (cooked)', 'quantity': 0.5, 'unit': 'cup'}, {'name': 'Corn', 'quantity': 0.5, 'unit': 'cup'}, {'name': 'Bell pepper', 'quantity': 0.5, 'unit': 'cup chopped'}, {'name': 'Onion', 'quantity': 0.5, 'unit': 'cup chopped'}, {'name': 'Salsa', 'quantity': 3, 'unit': 'tbsp'}, {'name': 'Cheese (optional)', 'quantity': 0.5, 'unit': 'cup grated'}, {'name': 'Lettuce', 'quantity': 0.5, 'unit': 'cup shredded'}]",easy,2,Savory,Synthetic Chef,Mexican,10,"['Lunch', 'Snack']",Warm,Veg Burrito,veg-burrito-74023a,
veg-hakka-noodles-55c3f0,duplicate_id,2024-12-18T04:10:31.190008+00:00,"[{'step_number': 1, 'description': 'Boil noodles according to packet instructions with a little oil; drain, rinse in cold water and toss with a drop of oil to prevent sticking.'}, {'step_number': 2, 'description': 'Heat wok, add oil and smashed garlic; sauté quickly.'}, {'step_number': 3, 'description': 'Add sliced onion and green chillies; stir-fry 1 minute until translucent.'}, {'step_number': 4, 'description': 'Add shredded cabbage, carrots and capsicum; stir-fry on high heat for 2-3 minutes so vegetables remain crisp.'}, {'step_number': 5, 'description': 'Add soy sauce, chilli sauce, vinegar, salt and pepper; toss well.'}, {'step_number': 6, 'description': 'Add noodles and toss vigorously on high heat for 1-2 minutes so sauces coat noodles evenly.'}, {'step_number': 7, 'description': 'Finish with spring onion greens and serve immediately.'}]",Soft,"['street-style', 'quick']","['Carbs', 'Vitamins', 'Fiber']",15,25,"[{'name': 'Hakka noodles', 'quantity': 200, 'unit': 'grams'}, {'name': 'Oil', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Garlic', 'quantity': 3, 'unit': 'cloves'}, {'name': 'Green chillies', 'quantity': 1, 'unit': 'piece'}, {'name': 'Onion', 'quantity': 1, 'unit': 'medium'}, {'name': 'Cabbage', 'quantity': 1, 'unit': 'cup shredded'}, {'name': 'Carrot', 'quantity': 0.5, 'unit': 'cup julienned'}, {'name': 'Capsicum', 'quantity': 0.5, 'unit': 'cup julienned'}, {'name': 'Spring onion greens', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Soya sauce', 'quantity': 1.5, 'unit': 'tbsp'}, {'name': 'Vinegar', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Chilli sauce', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Salt', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Pepper', 'quantity': 0.5, 'unit': 'tsp'}]",easy,2,Savory,Synthetic Chef,Chinese,10,"['Lunch', 'Dinner', 'Snack']",Hot,Veg Hakka Noodles,veg-hakka-noodles-55c3f0,
veg-manchurian-gravy-e7a92b,duplicate_id,2025-11-12T04:10:31.320038+00:00,"[{'step_number': 1, 'description': 'Combine shredded cabbage, carrot, capsicum with salt, pepper, cornflour and maida; mix to form a stiff mixture.'}, {'step_number': 2, 'description': 'Shape mixture into small balls (manchurian balls) and deep fry in hot oil until golden brown; drain on paper towel.'}, {'step_number': 3, 'description': 'For gravy, heat 2 tbsp oil in a pan; add minced garlic and ginger and sauté until aromatic.'}, {'step_number': 4, 'description': 'Add chopped onion and sauté until soft; add ketchup, soy sauce and vinegar.'}, {'step_number': 5, 'description': 'Add 1 cup water and bring to a simmer. Mix cornflour with a little water and add to thicken the gravy to desired consistency.'}, {'step_number': 6, 'description': 'Add fried manchurian balls to the gravy and simmer for 2-3 minutes so flavors combine.'}, {'step_number': 7, 'description': 'Garnish with chopped spring onion and serve hot with fried rice or noodles.'}]",Soft,"[' Indo-Chinese', 'gravy']","['Carbs', 'Fiber', 'Vitamins']",20,45,"[{'name': 'Cabbage', 'quantity': 1, 'unit': 'cup finely shredded'}, {'name': 'Carrot', 'quantity': 0.5, 'unit': 'cup grated'}, {'name': 'Capsicum', 'quantity': 0.5, 'unit': 'cup finely chopped'}, {'name': 'Maida / All-purpose flour', 'quantity': 3, 'unit': 'tbsp'}, {'name': 'Cornflour', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Salt', 'quantity': 0.75, 'unit': 'tsp'}, {'name': 'Pepper', 'quantity': 0.5, 'unit': 'tsp'}, {'name': 'Oil (for frying)', 'quantity': 500, 'unit': 'ml'}, {'name': 'Oil (for gravy)', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Garlic', 'quantity': 4, 'unit': 'cloves minced'}, {'name': 'Ginger', 'quantity': 1, 'unit': 'tsp minced'}, {'name': 'Onion', 'quantity': 1, 'unit': 'medium chopped'}, {'name': 'Tomato ketchup', 'quantity': 2, 'unit': 'tbsp'}, {'name': 'Soya sauce', 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Vinegar', 'quantity': 1, 'unit': 'tsp'}, {'name': 'Spring onion', 'quantity': 2, 'unit': 'tbsp chopped'}]",medium,4,Savory,Synthetic Chef,Chinese,25,"['Lunch', 'Dinner']",Hot,Veg Manchurian (Gravy),veg-manchurian-gravy-e7a92b,
